Sample_Index,sae_input_dot_product,sae_input_suggested_scaling,sae_recons_dot_product,sae_recons_suggested_scaling,sae_diff_dot_product,sae_diff_suggested_scaling
34,-14.008018493652344,14.008018493652344,-16.79763412475586,16.79763412475586,-9.440658569335938,9.440658569335938
35,-16.440338134765625,16.440338134765625,-11.234095573425293,11.234095573425293,-7.13207483291626,7.13207483291626
36,-15.918692588806152,15.918692588806152,-16.089378356933594,16.089378356933594,-9.249224662780762,9.249224662780762
37,-11.301680564880371,11.301680564880371,-7.625660419464111,7.625660419464111,-5.843756675720215,5.843756675720215
38,-14.897685050964355,14.897685050964355,-11.790812492370605,11.790812492370605,-7.610107421875,7.610107421875
39,-14.915332794189453,14.915332794189453,-14.437759399414062,14.437759399414062,-2.1100988388061523,2.1100988388061523
40,-19.73847770690918,19.73847770690918,-15.969428062438965,15.969428062438965,-8.056061744689941,8.056061744689941
41,-13.479541778564453,13.479541778564453,-12.943047523498535,12.943047523498535,-5.6265058517456055,5.6265058517456055
42,-16.06813621520996,16.06813621520996,-11.609088897705078,11.609088897705078,-6.676839828491211,6.676839828491211
43,-13.607010841369629,13.607010841369629,-13.803901672363281,13.803901672363281,-6.090232849121094,6.090232849121094
44,-13.639410018920898,13.639410018920898,-13.54337215423584,13.54337215423584,-4.939426898956299,4.939426898956299
45,-16.28611946105957,16.28611946105957,-11.301973342895508,11.301973342895508,-10.857040405273438,10.857040405273438
46,-15.646759986877441,15.646759986877441,-10.573173522949219,10.573173522949219,-1.5773931741714478,1.5773931741714478
47,-18.722898483276367,18.722898483276367,-16.384803771972656,16.384803771972656,-8.796390533447266,8.796390533447266
48,-16.827138900756836,16.827138900756836,-14.839334487915039,14.839334487915039,-8.98668098449707,8.98668098449707
49,-16.60337257385254,16.60337257385254,-17.69418716430664,17.69418716430664,-7.544746398925781,7.544746398925781
50,-12.831798553466797,12.831798553466797,-13.730034828186035,13.730034828186035,-1.9427917003631592,1.9427917003631592
51,-16.093534469604492,16.093534469604492,-12.108882904052734,12.108882904052734,-5.727780342102051,5.727780342102051
52,-19.576602935791016,19.576602935791016,-12.386449813842773,12.386449813842773,-7.857001304626465,7.857001304626465
53,-11.334606170654297,11.334606170654297,-13.636409759521484,13.636409759521484,-5.89821195602417,5.89821195602417
54,-15.791963577270508,15.791963577270508,-15.602999687194824,15.602999687194824,-8.966726303100586,8.966726303100586
55,-17.131580352783203,17.131580352783203,-17.01198387145996,17.01198387145996,-6.946165084838867,6.946165084838867
56,-13.785139083862305,13.785139083862305,-16.721912384033203,16.721912384033203,-6.125582218170166,6.125582218170166
57,-20.57420539855957,20.57420539855957,-13.152438163757324,13.152438163757324,-6.067000865936279,6.067000865936279
58,-15.223085403442383,15.223085403442383,-15.466248512268066,15.466248512268066,-9.997886657714844,9.997886657714844
59,-11.151473999023438,11.151473999023438,-9.428643226623535,9.428643226623535,-8.228157043457031,8.228157043457031
60,-15.129337310791016,15.129337310791016,-9.650227546691895,9.650227546691895,-2.076220750808716,2.076220750808716
61,-22.924400329589844,22.924400329589844,-11.46827220916748,11.46827220916748,-6.038645267486572,6.038645267486572
62,-14.05581283569336,14.05581283569336,-10.393317222595215,10.393317222595215,-10.291902542114258,10.291902542114258
63,-18.791242599487305,18.791242599487305,-15.479476928710938,15.479476928710938,-10.9059419631958,10.9059419631958
64,-17.34088706970215,17.34088706970215,-12.455055236816406,12.455055236816406,-9.700857162475586,9.700857162475586
65,-15.81564712524414,15.81564712524414,-12.818241119384766,12.818241119384766,-9.249019622802734,9.249019622802734
66,-13.571335792541504,13.571335792541504,-10.722406387329102,10.722406387329102,-15.071927070617676,15.071927070617676
67,-12.467257499694824,12.467257499694824,-11.443219184875488,11.443219184875488,-5.5692620277404785,5.5692620277404785
68,-14.64312744140625,14.64312744140625,-13.811239242553711,13.811239242553711,-9.936952590942383,9.936952590942383
69,-13.0051908493042,13.0051908493042,-11.923177719116211,11.923177719116211,-9.110469818115234,9.110469818115234
70,-13.338640213012695,13.338640213012695,-12.829370498657227,12.829370498657227,-4.64689826965332,4.64689826965332
71,-13.018867492675781,13.018867492675781,-16.192626953125,16.192626953125,-14.968202590942383,14.968202590942383
72,-18.546161651611328,18.546161651611328,-15.052581787109375,15.052581787109375,-8.970560073852539,8.970560073852539
73,-13.26513671875,13.26513671875,-17.18279457092285,17.18279457092285,-5.878355026245117,5.878355026245117
74,-15.713963508605957,15.713963508605957,-12.618532180786133,12.618532180786133,-8.604559898376465,8.604559898376465
75,-14.041979789733887,14.041979789733887,-14.000688552856445,14.000688552856445,-4.632533073425293,4.632533073425293
76,-14.505122184753418,14.505122184753418,-17.334827423095703,17.334827423095703,-4.45932149887085,4.45932149887085
77,-16.51552963256836,16.51552963256836,-12.175985336303711,12.175985336303711,-15.045896530151367,15.045896530151367
78,-11.254192352294922,11.254192352294922,-12.72460651397705,12.72460651397705,-7.890958786010742,7.890958786010742
79,-18.943134307861328,18.943134307861328,-17.631736755371094,17.631736755371094,-6.365276336669922,6.365276336669922
80,-13.761921882629395,13.761921882629395,-12.577441215515137,12.577441215515137,-1.9654744863510132,1.9654744863510132
81,-13.809946060180664,13.809946060180664,-16.160566329956055,16.160566329956055,-8.311737060546875,8.311737060546875
82,-16.571125030517578,16.571125030517578,-12.699463844299316,12.699463844299316,-13.346071243286133,13.346071243286133
83,-13.425617218017578,13.425617218017578,-10.307062149047852,10.307062149047852,-15.26449966430664,15.26449966430664
84,-17.086702346801758,17.086702346801758,-13.609711647033691,13.609711647033691,-13.099238395690918,13.099238395690918
85,-15.65793228149414,15.65793228149414,-10.271018981933594,10.271018981933594,-9.192869186401367,9.192869186401367
86,-16.948017120361328,16.948017120361328,-14.780258178710938,14.780258178710938,-7.7903971672058105,7.7903971672058105
87,-15.167781829833984,15.167781829833984,-13.706478118896484,13.706478118896484,-14.038858413696289,14.038858413696289
88,-17.362960815429688,17.362960815429688,-11.928192138671875,11.928192138671875,-10.560955047607422,10.560955047607422
89,-20.6654109954834,20.6654109954834,-13.51846981048584,13.51846981048584,-13.221174240112305,13.221174240112305
90,-14.18958854675293,14.18958854675293,-8.789461135864258,8.789461135864258,-5.0428266525268555,5.0428266525268555
91,-11.915178298950195,11.915178298950195,-8.800941467285156,8.800941467285156,-7.3525614738464355,7.3525614738464355
92,-17.595264434814453,17.595264434814453,-13.08924388885498,13.08924388885498,-11.317177772521973,11.317177772521973
93,-14.389200210571289,14.389200210571289,-15.405038833618164,15.405038833618164,-2.476313829421997,2.476313829421997
94,-16.62804412841797,16.62804412841797,-16.654375076293945,16.654375076293945,-7.499043941497803,7.499043941497803
95,-20.60355567932129,20.60355567932129,-16.562114715576172,16.562114715576172,-10.497615814208984,10.497615814208984
96,-18.248149871826172,18.248149871826172,-13.97269344329834,13.97269344329834,-6.988884925842285,6.988884925842285
97,-15.2994384765625,15.2994384765625,-13.995187759399414,13.995187759399414,-13.354202270507812,13.354202270507812
98,-15.316947937011719,15.316947937011719,-12.399364471435547,12.399364471435547,-9.419296264648438,9.419296264648438
99,-15.791516304016113,15.791516304016113,-17.105199813842773,17.105199813842773,-5.89493465423584,5.89493465423584
100,-15.574609756469727,15.574609756469727,-13.122940063476562,13.122940063476562,-7.235313892364502,7.235313892364502
101,-18.898632049560547,18.898632049560547,-14.555547714233398,14.555547714233398,-7.686613082885742,7.686613082885742
102,-15.827773094177246,15.827773094177246,-19.586217880249023,19.586217880249023,-5.0249924659729,5.0249924659729
103,-22.412391662597656,22.412391662597656,-11.315261840820312,11.315261840820312,-11.462051391601562,11.462051391601562
104,-12.270442962646484,12.270442962646484,-10.687644958496094,10.687644958496094,-11.840657234191895,11.840657234191895
105,-21.042327880859375,21.042327880859375,-17.387130737304688,17.387130737304688,-13.999502182006836,13.999502182006836
106,-13.720113754272461,13.720113754272461,-14.33074951171875,14.33074951171875,-5.6500115394592285,5.6500115394592285
107,-15.528840065002441,15.528840065002441,-12.602861404418945,12.602861404418945,-10.132440567016602,10.132440567016602
108,-15.777791023254395,15.777791023254395,-13.32093620300293,13.32093620300293,-9.84628677368164,9.84628677368164
109,-15.142693519592285,15.142693519592285,-10.55884075164795,10.55884075164795,-6.331252098083496,6.331252098083496
110,-14.539617538452148,14.539617538452148,-12.404138565063477,12.404138565063477,-8.56752872467041,8.56752872467041
111,-16.974458694458008,16.974458694458008,-11.004152297973633,11.004152297973633,-8.239365577697754,8.239365577697754
112,-14.306422233581543,14.306422233581543,-19.879737854003906,19.879737854003906,-7.673823833465576,7.673823833465576
113,-15.271394729614258,15.271394729614258,-13.511496543884277,13.511496543884277,-1.5553747415542603,1.5553747415542603
114,-14.298822402954102,14.298822402954102,-11.870972633361816,11.870972633361816,-5.995321750640869,5.995321750640869
115,-20.943981170654297,20.943981170654297,-13.703085899353027,13.703085899353027,-9.10716724395752,9.10716724395752
116,-15.010856628417969,15.010856628417969,-13.184698104858398,13.184698104858398,-6.234431266784668,6.234431266784668
117,-15.386500358581543,15.386500358581543,-13.334358215332031,13.334358215332031,-13.744840621948242,13.744840621948242
118,-13.30940055847168,13.30940055847168,-11.187076568603516,11.187076568603516,-7.9385504722595215,7.9385504722595215
119,-16.33309555053711,16.33309555053711,-13.38412857055664,13.38412857055664,-7.166072845458984,7.166072845458984
120,-14.949371337890625,14.949371337890625,-15.276270866394043,15.276270866394043,-6.1117377281188965,6.1117377281188965
121,-12.128044128417969,12.128044128417969,-10.415440559387207,10.415440559387207,-8.275364875793457,8.275364875793457
122,-13.403528213500977,13.403528213500977,-12.072315216064453,12.072315216064453,-5.460037708282471,5.460037708282471
123,-18.848331451416016,18.848331451416016,-14.079444885253906,14.079444885253906,-6.382155895233154,6.382155895233154
124,-13.243291854858398,13.243291854858398,-15.788717269897461,15.788717269897461,-8.596175193786621,8.596175193786621
125,-17.83262825012207,17.83262825012207,-10.564399719238281,10.564399719238281,-15.641507148742676,15.641507148742676
126,-18.618267059326172,18.618267059326172,-13.031282424926758,13.031282424926758,-6.951552391052246,6.951552391052246
127,-14.109447479248047,14.109447479248047,-10.84523868560791,10.84523868560791,-1.8278053998947144,1.8278053998947144
