Sample_Index,Feature_Type,Scaling_Factor,Baseline_LogProb_Token1,Baseline_LogProb_Token2,Baseline_Logit_Diff,Steered_LogProb_Token1,Steered_LogProb_Token2,Steered_Logit_Diff,Delta_LogProb_Token1,Delta_LogProb_Token2,Delta_Logit_Diff
115,sae_recons,-20.0,-2.3879204,-0.1265525,-2.2613678,-2.38595,-0.12808804,-2.257862,0.0019702911,-0.0015355349,0.0035057068
116,sae_recons,-20.0,-0.72325665,-0.71183735,-0.011419296,-0.70309407,-0.7341438,0.031049728,0.020162582,-0.022306442,0.042469025
117,sae_recons,-20.0,-0.66524374,-0.7650839,0.099840164,-0.65020084,-0.7828455,0.13264465,0.015042901,-0.017761588,0.03280449
118,sae_recons,-20.0,-0.71324766,-0.7166122,0.003364563,-0.7000709,-0.7312923,0.03122139,0.013176739,-0.014680088,0.027856827
119,sae_recons,-20.0,-0.6742905,-0.74882394,0.07453346,-0.65352863,-0.77253383,0.1190052,0.020761847,-0.023709893,0.04447174
120,sae_recons,-20.0,-0.75791466,-0.6709739,-0.086940765,-0.7393402,-0.68965566,-0.049684525,0.018574476,-0.018681765,0.03725624
121,sae_recons,-20.0,-0.6823144,-0.7427964,0.060482025,-0.66369015,-0.76366,0.099969864,0.018624246,-0.020863593,0.03948784
122,sae_recons,-20.0,-2.1597145,-0.15440065,-2.0053139,-2.1581302,-0.15591393,-2.0022163,0.0015842915,-0.0015132874,0.0030975342
123,sae_recons,-20.0,-2.4736629,-0.11831611,-2.3553467,-2.4831014,-0.11889303,-2.3642082,-0.009438515,-0.0005769208,-0.008861542
124,sae_recons,-20.0,-2.1407454,-0.1567939,-1.9839516,-2.1295075,-0.15968183,-1.9698257,0.01123786,-0.0028879195,0.014125824
125,sae_recons,-20.0,-3.4786153,-0.05878492,-3.4198303,-3.4902582,-0.06020447,-3.4300537,-0.011642933,-0.001419548,-0.010223389
126,sae_recons,-20.0,-0.74911934,-0.6819158,-0.06720352,-0.7347257,-0.6968591,-0.037866592,0.014393628,-0.014943302,0.02933693
127,sae_recons,-20.0,-0.7743368,-0.6578951,-0.11644173,-0.7563705,-0.67564386,-0.08072662,0.01796633,-0.017748773,0.035715103
112,sae_recons,-10.0,-0.574173,-0.8669224,0.2927494,-0.5641575,-0.88100815,0.31685066,0.010015488,-0.01408577,0.024101257
113,sae_recons,-10.0,-0.8696829,-0.5857016,-0.28398132,-0.86119306,-0.5925907,-0.26860237,0.008489847,-0.006889105,0.015378952
114,sae_recons,-10.0,-0.719618,-0.7115385,-0.008079529,-0.71220386,-0.7194594,0.007255554,0.007414162,-0.007920921,0.015335083
115,sae_recons,-10.0,-2.3879204,-0.1265525,-2.2613678,-2.3861506,-0.12735961,-2.258791,0.0017697811,-0.0008071065,0.002576828
116,sae_recons,-10.0,-0.72325665,-0.71183735,-0.011419296,-0.71284354,-0.72312987,0.010286331,0.01041311,-0.011292517,0.021705627
117,sae_recons,-10.0,-0.66524374,-0.7650839,0.099840164,-0.65748423,-0.7740995,0.116615295,0.0077595115,-0.00901562,0.016775131
118,sae_recons,-10.0,-0.71324766,-0.7166122,0.003364563,-0.7062588,-0.724247,0.017988205,0.006988883,-0.007634759,0.014623642
119,sae_recons,-10.0,-0.6742905,-0.74882394,0.07453346,-0.66366166,-0.7607648,0.09710312,0.010628819,-0.011940837,0.022569656
120,sae_recons,-10.0,-0.75791466,-0.6709739,-0.086940765,-0.7482104,-0.6805586,-0.06765175,0.009704292,-0.009584725,0.019289017
121,sae_recons,-10.0,-0.6823144,-0.7427964,0.060482025,-0.67274266,-0.75335103,0.08060837,0.009571731,-0.010554612,0.020126343
122,sae_recons,-10.0,-2.1597145,-0.15440065,-2.0053139,-2.1582403,-0.1552056,-2.0030346,0.0014741421,-0.0008049607,0.0022792816
123,sae_recons,-10.0,-2.4736629,-0.11831611,-2.3553467,-2.4776773,-0.11862657,-2.3590508,-0.004014492,-0.0003104657,-0.003704071
124,sae_recons,-10.0,-2.1407454,-0.1567939,-1.9839516,-2.1346347,-0.15825911,-1.9763756,0.006110668,-0.0014652014,0.007575989
125,sae_recons,-10.0,-3.4786153,-0.05878492,-3.4198303,-3.4840014,-0.059450462,-3.424551,-0.005386114,-0.00066554174,-0.004720688
126,sae_recons,-10.0,-0.74911934,-0.6819158,-0.06720352,-0.7414844,-0.6896846,-0.051799774,0.0076349378,-0.00776881,0.015403748
127,sae_recons,-10.0,-0.7743368,-0.6578951,-0.11644173,-0.7651087,-0.66685164,-0.098257065,0.00922811,-0.008956552,0.018184662
112,sae_recons,-5.0,-0.574173,-0.8669224,0.2927494,-0.56910884,-0.8739852,0.30487633,0.00506413,-0.007062793,0.012126923
113,sae_recons,-5.0,-0.8696829,-0.5857016,-0.28398132,-0.8653787,-0.589166,-0.2762127,0.00430423,-0.0034644008,0.007768631
114,sae_recons,-5.0,-0.719618,-0.7115385,-0.008079529,-0.7158209,-0.7155615,-0.0002593994,0.003797114,-0.0040230155,0.007820129
115,sae_recons,-5.0,-2.3879204,-0.1265525,-2.2613678,-2.3868465,-0.12696648,-2.25988,0.0010738373,-0.00041396916,0.0014877319
116,sae_recons,-5.0,-0.72325665,-0.71183735,-0.011419296,-0.717987,-0.7174987,-0.00048828125,0.0052696466,-0.0056613684,0.010931015
117,sae_recons,-5.0,-0.66524374,-0.7650839,0.099840164,-0.6612982,-0.7696318,0.10833359,0.0039455295,-0.004547894,0.008493423
118,sae_recons,-5.0,-0.71324766,-0.7166122,0.003364563,-0.709663,-0.7204929,0.010829926,0.003584683,-0.0038806796,0.0074653625
119,sae_recons,-5.0,-0.6742905,-0.74882394,0.07453346,-0.66891783,-0.75481147,0.08589363,0.0053726435,-0.005987525,0.011360168
120,sae_recons,-5.0,-0.75791466,-0.6709739,-0.086940765,-0.7529582,-0.6758269,-0.07713127,0.004956484,-0.00485301,0.009809494
121,sae_recons,-5.0,-0.6823144,-0.7427964,0.060482025,-0.6774784,-0.7480884,0.07061005,0.004836023,-0.0052919984,0.010128021
122,sae_recons,-5.0,-2.1597145,-0.15440065,-2.0053139,-2.1587818,-0.15482031,-2.0039616,0.0009326935,-0.0004196614,0.0013523102
123,sae_recons,-5.0,-2.4736629,-0.11831611,-2.3553467,-2.4755092,-0.118476436,-2.3570328,-0.0018463135,-0.00016032904,-0.0016860962
124,sae_recons,-5.0,-2.1407454,-0.1567939,-1.9839516,-2.1375816,-0.15753044,-1.980051,0.0031638145,-0.0007365346,0.003900528
125,sae_recons,-5.0,-3.4786153,-0.05878492,-3.4198303,-3.4812214,-0.059106003,-3.4221153,-0.0026061535,-0.00032108277,-0.0022850037
126,sae_recons,-5.0,-0.74911934,-0.6819158,-0.06720352,-0.74520427,-0.68586284,-0.05934143,0.0039150715,-0.0039470196,0.007862091
127,sae_recons,-5.0,-0.7743368,-0.6578951,-0.11644173,-0.7696635,-0.6623923,-0.107271194,0.004673302,-0.00449723,0.009170532
112,sae_recons,5.0,-0.574173,-0.8669224,0.2927494,-0.5793481,-0.8598237,0.28047562,-0.0051751137,0.007098675,-0.012273788
113,sae_recons,5.0,-0.8696829,-0.5857016,-0.28398132,-0.87412715,-0.58217883,-0.29194832,-0.0044442415,0.0035227537,-0.007966995
114,sae_recons,5.0,-0.719618,-0.7115385,-0.008079529,-0.7235881,-0.70739853,-0.016189575,-0.0039700866,0.00413996,-0.008110046
115,sae_recons,5.0,-2.3879204,-0.1265525,-2.2613678,-2.389307,-0.12612343,-2.2631836,-0.0013866425,0.00042907894,-0.0018157959
116,sae_recons,5.0,-0.72325665,-0.71183735,-0.011419296,-0.72866446,-0.70613486,-0.022529602,-0.00540781,0.0057024956,-0.011110306
117,sae_recons,5.0,-0.66524374,-0.7650839,0.099840164,-0.6692762,-0.76050276,0.09122658,-0.004032433,0.0045811534,-0.008613586
118,sae_recons,5.0,-0.71324766,-0.7166122,0.003364563,-0.7170052,-0.71261257,-0.004392624,-0.0037575364,0.0039996505,-0.007757187
119,sae_recons,5.0,-0.6742905,-0.74882394,0.07453346,-0.67974466,-0.74283975,0.06309509,-0.0054541826,0.005984187,-0.01143837
120,sae_recons,5.0,-0.75791466,-0.6709739,-0.086940765,-0.7630144,-0.66606194,-0.09695244,-0.005099714,0.004911959,-0.010011673
121,sae_recons,5.0,-0.6823144,-0.7427964,0.060482025,-0.68727446,-0.73744917,0.050174713,-0.00496006,0.005347252,-0.010307312
122,sae_recons,5.0,-2.1597145,-0.15440065,-2.0053139,-2.1609483,-0.15395966,-2.0069885,-0.0012338161,0.00044098496,-0.0016746521
123,sae_recons,5.0,-2.4736629,-0.11831611,-2.3553467,-2.4721806,-0.118140385,-2.3540401,0.0014822483,0.00017572194,0.0013065338
124,sae_recons,5.0,-2.1407454,-0.1567939,-1.9839516,-2.1441422,-0.15604581,-1.9880962,-0.0033967495,0.0007480979,-0.0041446686
125,sae_recons,5.0,-3.4786153,-0.05878492,-3.4198303,-3.4762185,-0.05848431,-3.4177341,0.002396822,0.0003006123,0.0020961761
126,sae_recons,5.0,-0.74911934,-0.6819158,-0.06720352,-0.7532175,-0.67785436,-0.07536316,-0.004098177,0.0040614605,-0.008159637
127,sae_recons,5.0,-0.7743368,-0.6578951,-0.11644173,-0.7791151,-0.6533712,-0.12574387,-0.004778266,0.0045238733,-0.009302139
112,sae_recons,10.0,-0.574173,-0.8669224,0.2927494,-0.58459127,-0.8527454,0.26815414,-0.010418296,0.014176965,-0.02459526
113,sae_recons,10.0,-0.8696829,-0.5857016,-0.28398132,-0.87867546,-0.57862663,-0.30004883,-0.008992553,0.007074952,-0.016067505
114,sae_recons,10.0,-0.719618,-0.7115385,-0.008079529,-0.7277342,-0.70313895,-0.02459526,-0.008116186,0.008399546,-0.016515732
115,sae_recons,10.0,-2.3879204,-0.1265525,-2.2613678,-2.3910549,-0.125674,-2.2653809,-0.003134489,0.00087851286,-0.0040130615
116,sae_recons,10.0,-0.72325665,-0.71183735,-0.011419296,-0.73420537,-0.7003957,-0.033809662,-0.010948718,0.011441648,-0.022390366
117,sae_recons,10.0,-0.66524374,-0.7650839,0.099840164,-0.6733978,-0.7558868,0.08248901,-0.008154035,0.009197116,-0.01735115
118,sae_recons,10.0,-0.71324766,-0.7166122,0.003364563,-0.72093356,-0.70849574,-0.01243782,-0.0076858997,0.008116484,-0.015802383
119,sae_recons,10.0,-0.6742905,-0.74882394,0.07453346,-0.6853206,-0.7368152,0.0514946,-0.011030138,0.012008727,-0.023038864
120,sae_recons,10.0,-0.75791466,-0.6709739,-0.086940765,-0.7682851,-0.6610654,-0.107219696,-0.010370433,0.009908497,-0.02027893
121,sae_recons,10.0,-0.6823144,-0.7427964,0.060482025,-0.69232035,-0.73208666,0.03976631,-0.010005951,0.010709763,-0.020715714
122,sae_recons,10.0,-2.1597145,-0.15440065,-2.0053139,-2.162492,-0.1534931,-2.0089989,-0.0027775764,0.0009075403,-0.0036849976
123,sae_recons,10.0,-2.4736629,-0.11831611,-2.3553467,-2.4709997,-0.117953196,-2.3530464,0.0026631355,0.00036291033,0.0023002625
124,sae_recons,10.0,-2.1407454,-0.1567939,-1.9839516,-2.147753,-0.15528706,-1.992466,-0.007007599,0.0015068501,-0.008514404
125,sae_recons,10.0,-3.4786153,-0.05878492,-3.4198303,-3.474041,-0.058202837,-3.4158382,0.004574299,0.00058208406,0.0039920807
126,sae_recons,10.0,-0.74911934,-0.6819158,-0.06720352,-0.7575078,-0.6736722,-0.0838356,-0.00838846,0.00824362,-0.01663208
127,sae_recons,10.0,-0.7743368,-0.6578951,-0.11644173,-0.7839918,-0.64882755,-0.13516426,-0.009654999,0.009067535,-0.018722534
112,sae_recons,20.0,-0.574173,-0.8669224,0.2927494,-0.5953646,-0.8385401,0.2431755,-0.021191597,0.028382301,-0.0495739
113,sae_recons,20.0,-0.8696829,-0.5857016,-0.28398132,-0.88811827,-0.5714011,-0.31671715,-0.018435359,0.014300466,-0.032735825
114,sae_recons,20.0,-0.719618,-0.7115385,-0.008079529,-0.7364547,-0.69436145,-0.042093277,-0.016836703,0.017177045,-0.03401375
115,sae_recons,20.0,-2.3879204,-0.1265525,-2.2613678,-2.3955228,-0.12471548,-2.2708073,-0.007602453,0.00183703,-0.009439468
116,sae_recons,20.0,-0.72325665,-0.71183735,-0.011419296,-0.74565893,-0.6888352,-0.05682373,-0.022402287,0.023002148,-0.045404434
117,sae_recons,20.0,-0.66524374,-0.7650839,0.099840164,-0.681888,-0.7465681,0.0646801,-0.01664424,0.018515825,-0.035160065
118,sae_recons,20.0,-0.71324766,-0.7166122,0.003364563,-0.72918653,-0.7000289,-0.029157639,-0.015938878,0.016583323,-0.0325222
119,sae_recons,20.0,-0.6742905,-0.74882394,0.07453346,-0.6967184,-0.7247736,0.028055191,-0.022427917,0.024050355,-0.04647827
120,sae_recons,20.0,-0.75791466,-0.6709739,-0.086940765,-0.7792689,-0.6508834,-0.12838554,-0.021354258,0.02009052,-0.04144478
121,sae_recons,20.0,-0.6823144,-0.7427964,0.060482025,-0.7026954,-0.7212902,0.018594742,-0.020381033,0.02150625,-0.041887283
122,sae_recons,20.0,-2.1597145,-0.15440065,-2.0053139,-2.1663983,-0.15249561,-2.0139027,-0.0066838264,0.001905039,-0.008588791
123,sae_recons,20.0,-2.4736629,-0.11831611,-2.3553467,-2.4695055,-0.11754628,-2.3519592,0.0041573048,0.0007698238,0.0033874512
124,sae_recons,20.0,-2.1407454,-0.1567939,-1.9839516,-2.1554856,-0.15375002,-2.0017357,-0.014740229,0.00304389,-0.017784119
125,sae_recons,20.0,-3.4786153,-0.05878492,-3.4198303,-3.4703999,-0.057693448,-3.4127064,0.008215427,0.0010914728,0.007123947
126,sae_recons,20.0,-0.74911934,-0.6819158,-0.06720352,-0.76654524,-0.6650552,-0.10149002,-0.017425895,0.016860604,-0.0342865
127,sae_recons,20.0,-0.7743368,-0.6578951,-0.11644173,-0.7940493,-0.6396685,-0.1543808,-0.019712508,0.018226564,-0.03793907
112,sae_recons,30.0,-0.574173,-0.8669224,0.2927494,-0.60640556,-0.8244155,0.21800995,-0.032232583,0.042506874,-0.074739456
113,sae_recons,30.0,-0.8696829,-0.5857016,-0.28398132,-0.89793694,-0.56407464,-0.3338623,-0.028254032,0.02162695,-0.04988098
114,sae_recons,30.0,-0.719618,-0.7115385,-0.008079529,-0.745683,-0.68529826,-0.06038475,-0.026064992,0.02624023,-0.05230522
115,sae_recons,30.0,-2.3879204,-0.1265525,-2.2613678,-2.4011545,-0.123684935,-2.2774696,-0.0132341385,0.002867572,-0.016101837
116,sae_recons,30.0,-0.72325665,-0.71183735,-0.011419296,-0.757508,-0.6772582,-0.08024979,-0.034251332,0.034579158,-0.06883049
117,sae_recons,30.0,-0.66524374,-0.7650839,0.099840164,-0.69063956,-0.73719984,0.046560287,-0.02539581,0.027884066,-0.053279877
118,sae_recons,30.0,-0.71324766,-0.7166122,0.003364563,-0.7379667,-0.69125,-0.04671669,-0.02471906,0.025362194,-0.050081253
119,sae_recons,30.0,-0.6742905,-0.74882394,0.07453346,-0.7083896,-0.71279365,0.004404068,-0.034099102,0.036030293,-0.070129395
120,sae_recons,30.0,-0.75791466,-0.6709739,-0.086940765,-0.79073,-0.6405549,-0.1501751,-0.032815337,0.030418992,-0.06323433
121,sae_recons,30.0,-0.6823144,-0.7427964,0.060482025,-0.71336794,-0.7104764,-0.0028915405,-0.031053543,0.032320023,-0.063373566
122,sae_recons,30.0,-2.1597145,-0.15440065,-2.0053139,-2.1713264,-0.1514136,-2.0199127,-0.0116119385,0.002987042,-0.014598846
123,sae_recons,30.0,-2.4736629,-0.11831611,-2.3553467,-2.4690952,-0.117092125,-2.352003,0.004567623,0.0012239814,0.0033435822
124,sae_recons,30.0,-2.1407454,-0.1567939,-1.9839516,-2.1638522,-0.15218493,-2.0116673,-0.023106813,0.004608974,-0.027715683
125,sae_recons,30.0,-3.4786153,-0.05878492,-3.4198303,-3.4675698,-0.057255175,-3.4103146,0.011045456,0.0015297458,0.009515762
126,sae_recons,30.0,-0.74911934,-0.6819158,-0.06720352,-0.7761371,-0.65615344,-0.11998367,-0.027017772,0.02576238,-0.05278015
127,sae_recons,30.0,-0.7743368,-0.6578951,-0.11644173,-0.8044316,-0.6304833,-0.17394829,-0.030094802,0.027411759,-0.05750656
112,sae_diff,-30.0,-0.574173,-0.8669224,0.2927494,-0.60218656,-0.8300823,0.22789574,-0.028013587,0.03684008,-0.06485367
113,sae_diff,-30.0,-0.8696829,-0.5857016,-0.28398132,-0.8953199,-0.567542,-0.32777786,-0.025636971,0.018159568,-0.04379654
114,sae_diff,-30.0,-0.719618,-0.7115385,-0.008079529,-0.75101435,-0.68204844,-0.06896591,-0.03139633,0.029490054,-0.060886383
115,sae_diff,-30.0,-2.3879204,-0.1265525,-2.2613678,-2.3770845,-0.12796575,-2.2491188,0.010835886,-0.001413241,0.012248993
116,sae_diff,-30.0,-0.72325665,-0.71183735,-0.011419296,-0.7505225,-0.68557155,-0.06495094,-0.027265847,0.0262658,-0.053531647
117,sae_diff,-30.0,-0.66524374,-0.7650839,0.099840164,-0.69278663,-0.73532623,0.042539597,-0.02754289,0.029757679,-0.057300568
118,sae_diff,-30.0,-0.71324766,-0.7166122,0.003364563,-0.7407412,-0.6897196,-0.051021576,-0.027493536,0.026892602,-0.05438614
119,sae_diff,-30.0,-0.6742905,-0.74882394,0.07453346,-0.70588183,-0.71584773,0.009965897,-0.031591356,0.03297621,-0.064567566
120,sae_diff,-30.0,-0.75791466,-0.6709739,-0.086940765,-0.7908744,-0.6416969,-0.14917755,-0.03295976,0.029277027,-0.062236786
121,sae_diff,-30.0,-0.6823144,-0.7427964,0.060482025,-0.7139602,-0.71036863,-0.0035915375,-0.031645775,0.032427788,-0.06407356
122,sae_diff,-30.0,-2.1597145,-0.15440065,-2.0053139,-2.1526082,-0.15601654,-1.9965916,0.007106304,-0.0016158968,0.008722305
123,sae_diff,-30.0,-2.4736629,-0.11831611,-2.3553467,-2.458155,-0.12036733,-2.3377876,0.0155079365,-0.0020512268,0.017559052
124,sae_diff,-30.0,-2.1407454,-0.1567939,-1.9839516,-2.1450915,-0.15638883,-1.9887028,-0.0043461323,0.00040507317,-0.0047512054
125,sae_diff,-30.0,-3.4786153,-0.05878492,-3.4198303,-3.438033,-0.06056684,-3.3774662,0.04058218,-0.0017819181,0.04236412
126,sae_diff,-30.0,-0.74911934,-0.6819158,-0.06720352,-0.7785218,-0.6553395,-0.1231823,-0.029402435,0.02657634,-0.055978775
127,sae_diff,-30.0,-0.7743368,-0.6578951,-0.11644173,-0.80083114,-0.6348346,-0.16599655,-0.026494324,0.0230605,-0.049554825
112,sae_diff,-20.0,-0.574173,-0.8669224,0.2927494,-0.592453,-0.84259605,0.25014305,-0.01828003,0.024326324,-0.042606354
113,sae_diff,-20.0,-0.8696829,-0.5857016,-0.28398132,-0.88624775,-0.57388127,-0.3123665,-0.016564846,0.011820316,-0.028385162
114,sae_diff,-20.0,-0.719618,-0.7115385,-0.008079529,-0.7398532,-0.6923259,-0.047527313,-0.02023518,0.019212604,-0.039447784
115,sae_diff,-20.0,-2.3879204,-0.1265525,-2.2613678,-2.379886,-0.1275762,-2.2523098,0.008034468,-0.0010236949,0.009057999
116,sae_diff,-20.0,-0.72325665,-0.71183735,-0.011419296,-0.7409283,-0.6946293,-0.04629898,-0.017671645,0.01720804,-0.034879684
117,sae_diff,-20.0,-0.66524374,-0.7650839,0.099840164,-0.68319535,-0.745497,0.062301636,-0.017951608,0.01958692,-0.03753853
118,sae_diff,-20.0,-0.71324766,-0.7166122,0.003364563,-0.73092616,-0.6991364,-0.03178978,-0.0176785,0.017475843,-0.035154343
119,sae_diff,-20.0,-0.6742905,-0.74882394,0.07453346,-0.69495183,-0.72701055,0.032058716,-0.020661354,0.021813393,-0.042474747
120,sae_diff,-20.0,-0.75791466,-0.6709739,-0.086940765,-0.7791116,-0.651922,-0.12718964,-0.021196961,0.01905191,-0.04024887
121,sae_diff,-20.0,-0.6823144,-0.7427964,0.060482025,-0.7029791,-0.7213888,0.018409729,-0.020664692,0.021407604,-0.042072296
122,sae_diff,-20.0,-2.1597145,-0.15440065,-2.0053139,-2.1540108,-0.15560728,-1.9984035,0.0057036877,-0.0012066364,0.006910324
123,sae_diff,-20.0,-2.4736629,-0.11831611,-2.3553467,-2.462434,-0.11975604,-2.342678,0.0112288,-0.0014399365,0.01266861
124,sae_diff,-20.0,-2.1407454,-0.1567939,-1.9839516,-2.1428277,-0.15663125,-1.9861965,-0.0020823479,0.00016266108,-0.0022449493
125,sae_diff,-20.0,-3.4786153,-0.05878492,-3.4198303,-3.450872,-0.059962664,-3.3909092,0.02774334,-0.0011777431,0.028921127
126,sae_diff,-20.0,-0.74911934,-0.6819158,-0.06720352,-0.76802605,-0.6646401,-0.103385925,-0.018906713,0.017275691,-0.036182404
127,sae_diff,-20.0,-0.7743368,-0.6578951,-0.11644173,-0.79149896,-0.6428078,-0.14869118,-0.017162144,0.0150873065,-0.03224945
112,sae_diff,-10.0,-0.574173,-0.8669224,0.2927494,-0.5831128,-0.85488707,0.2717743,-0.008939803,0.01203531,-0.020975113
113,sae_diff,-10.0,-0.8696829,-0.5857016,-0.28398132,-0.8776726,-0.5799603,-0.29771233,-0.007989705,0.005741298,-0.013731003
114,sae_diff,-10.0,-0.719618,-0.7115385,-0.008079529,-0.7293733,-0.7021802,-0.02719307,-0.009755254,0.009358287,-0.01911354
115,sae_diff,-10.0,-2.3879204,-0.1265525,-2.2613678,-2.3834925,-0.12710464,-2.2563877,0.00442791,-0.0005521327,0.0049800873
116,sae_diff,-10.0,-0.72325665,-0.71183735,-0.011419296,-0.7318266,-0.7034033,-0.02842331,-0.008569956,0.008434057,-0.017004013
117,sae_diff,-10.0,-0.66524374,-0.7650839,0.099840164,-0.6740064,-0.7554311,0.08142471,-0.008762658,0.009652793,-0.018415451
118,sae_diff,-10.0,-0.71324766,-0.7166122,0.003364563,-0.7217367,-0.7081335,-0.01360321,-0.008489072,0.008478701,-0.016967773
119,sae_diff,-10.0,-0.6742905,-0.74882394,0.07453346,-0.6844162,-0.7380146,0.053598404,-0.010125697,0.010809362,-0.020935059
120,sae_diff,-10.0,-0.75791466,-0.6709739,-0.086940765,-0.76809716,-0.6617167,-0.10638046,-0.0101825,0.009257197,-0.019439697
121,sae_diff,-10.0,-0.6823144,-0.7427964,0.060482025,-0.6924188,-0.73221755,0.039798737,-0.010104418,0.010578871,-0.020683289
122,sae_diff,-10.0,-2.1597145,-0.15440065,-2.0053139,-2.156371,-0.15506841,-2.0013027,0.0033433437,-0.00066776574,0.004011154
123,sae_diff,-10.0,-2.4736629,-0.11831611,-2.3553467,-2.46761,-0.11907041,-2.3485394,0.006052971,-0.00075430423,0.0068073273
124,sae_diff,-10.0,-2.1407454,-0.1567939,-1.9839516,-2.1413558,-0.15676914,-1.9845867,-0.00061035156,2.476573e-05,-0.0006351471
125,sae_diff,-10.0,-3.4786153,-0.05878492,-3.4198303,-3.4644506,-0.059366103,-3.4050846,0.014164686,-0.00058118254,0.014745712
126,sae_diff,-10.0,-0.74911934,-0.6819158,-0.06720352,-0.75821066,-0.67352057,-0.084690094,-0.009091318,0.008395255,-0.017486572
127,sae_diff,-10.0,-0.7743368,-0.6578951,-0.11644173,-0.78266054,-0.6505061,-0.13215446,-0.008323729,0.007389009,-0.015712738
112,sae_diff,-5.0,-0.574173,-0.8669224,0.2927494,-0.57859504,-0.86093605,0.282341,-0.0044220686,0.005986333,-0.0104084015
113,sae_diff,-5.0,-0.8696829,-0.5857016,-0.28398132,-0.873606,-0.5828727,-0.29073334,-0.003923118,0.002828896,-0.006752014
114,sae_diff,-5.0,-0.719618,-0.7115385,-0.008079529,-0.7244022,-0.70692515,-0.017477036,-0.004784167,0.00461334,-0.009397507
115,sae_diff,-5.0,-2.3879204,-0.1265525,-2.2613678,-2.3855991,-0.12683879,-2.2587605,0.0023212433,-0.0002862811,0.0026073456
116,sae_diff,-5.0,-0.72325665,-0.71183735,-0.011419296,-0.7274667,-0.70767224,-0.019794464,-0.004210055,0.004165113,-0.008375168
117,sae_diff,-5.0,-0.66524374,-0.7650839,0.099840164,-0.6695668,-0.7602994,0.090732574,-0.0043230653,0.0047845244,-0.00910759
118,sae_diff,-5.0,-0.71324766,-0.7166122,0.003364563,-0.71740335,-0.71244043,-0.004962921,-0.0041556954,0.0041717887,-0.008327484
119,sae_diff,-5.0,-0.6742905,-0.74882394,0.07453346,-0.6792941,-0.7434535,0.06415939,-0.005003631,0.005370438,-0.010374069
120,sae_diff,-5.0,-0.75791466,-0.6709739,-0.086940765,-0.762899,-0.66641766,-0.09648132,-0.004984319,0.0045562387,-0.009540558
121,sae_diff,-5.0,-0.6823144,-0.7427964,0.060482025,-0.6873038,-0.73754525,0.05024147,-0.0049893856,0.005251169,-0.010240555
122,sae_diff,-5.0,-2.1597145,-0.15440065,-2.0053139,-2.1579103,-0.15475169,-2.0031586,0.0018041134,-0.00035104156,0.002155304
123,sae_diff,-5.0,-2.4736629,-0.11831611,-2.3553467,-2.4705272,-0.11870143,-2.3518257,0.0031356812,-0.00038532168,0.0035209656
124,sae_diff,-5.0,-2.1407454,-0.1567939,-1.9839516,-2.14095,-0.15679441,-1.9841557,-0.00020456314,-5.066395e-07,-0.0002040863
125,sae_diff,-5.0,-3.4786153,-0.05878492,-3.4198303,-3.47149,-0.05907162,-3.4124184,0.0071253777,-0.00028669834,0.007411957
126,sae_diff,-5.0,-0.74911934,-0.6819158,-0.06720352,-0.75356174,-0.6777923,-0.075769424,-0.004442394,0.004123509,-0.008565903
127,sae_diff,-5.0,-0.7743368,-0.6578951,-0.11644173,-0.77842367,-0.65424955,-0.12417412,-0.004086852,0.0036455393,-0.0077323914
112,sae_diff,5.0,-0.574173,-0.8669224,0.2927494,-0.5698538,-0.8728361,0.30298233,0.004319191,-0.0059137344,0.010232925
113,sae_diff,5.0,-0.8696829,-0.5857016,-0.28398132,-0.865928,-0.58842593,-0.27750206,0.0037549138,-0.0027243495,0.0064792633
114,sae_diff,5.0,-0.719618,-0.7115385,-0.008079529,-0.71501976,-0.7160154,0.000995636,0.00459826,-0.004476905,0.009075165
115,sae_diff,5.0,-2.3879204,-0.1265525,-2.2613678,-2.390378,-0.12625414,-2.264124,-0.0024576187,0.00029836595,-0.0027561188
116,sae_diff,5.0,-0.72325665,-0.71183735,-0.011419296,-0.7191796,-0.7159142,-0.0032653809,0.004077077,-0.0040768385,0.008153915
117,sae_diff,5.0,-0.66524374,-0.7650839,0.099840164,-0.66101635,-0.7698058,0.108789444,0.0042274,-0.00472188,0.00894928
118,sae_diff,5.0,-0.71324766,-0.7166122,0.003364563,-0.709268,-0.7206472,0.011379242,0.003979683,-0.004034996,0.008014679
119,sae_diff,5.0,-0.6742905,-0.74882394,0.07453346,-0.66938627,-0.754145,0.08475876,0.0049042106,-0.0053210855,0.010225296
120,sae_diff,5.0,-0.75791466,-0.6709739,-0.086940765,-0.75312835,-0.6753982,-0.07773018,0.0047863126,-0.004424274,0.009210587
121,sae_diff,5.0,-0.6823144,-0.7427964,0.060482025,-0.6774429,-0.74797475,0.070531845,0.0048714876,-0.0051783323,0.01004982
122,sae_diff,5.0,-2.1597145,-0.15440065,-2.0053139,-2.1617396,-0.1540224,-2.0077171,-0.0020251274,0.00037825108,-0.0024032593
123,sae_diff,5.0,-2.4736629,-0.11831611,-2.3553467,-2.4770255,-0.11791379,-2.3591118,-0.0033626556,0.00040231645,-0.0037651062
124,sae_diff,5.0,-2.1407454,-0.1567939,-1.9839516,-2.1408093,-0.15675864,-1.9840508,-6.389618e-05,3.527105e-05,-9.918213e-05
